电影名称,评论人,评论时间,评论内容,location,有用
星际穿越 短评,bluesatan,2014-11-17,诺兰啊你为什么不去拍ST     T_T,,0
最强囍事 短评,省略号......,2010-12-09,看卡司就够了,,0
星际穿越 短评,有自己的思想,2014-11-17,想看啦啦啦啦啦啦啦啦啦(ಥ_ಥ),,0
星际穿越 短评,沫仔o(∩_∩)o,2014-11-17,女神出品！应该不差！,,0
最强囍事 短评,炎婴,2010-12-09,我要看粤语版的,广西桂林,0
最强囍事 短评,MISS_W,2010-12-09,谢太 你好美！,江苏南京,0
速度与激情5 短评,安安,2012-05-07,据说这是口碑票房双丰收的片子哦,,0
最强囍事 短评,小飯,2010-12-09,张柏芝~~~~~~~~,,0
速度与激情5 短评,二丿丨,2012-05-07,不看前面直接看5可以吗,,0
速度与激情5 短评,琥珀色眼泪,2012-05-07,同学说场面很好看~,,0
最强囍事 短评,不知道,2010-12-09,等资源~每年必看香港贺岁片，不然没有过年的气氛啊！,,0
速度与激情5 短评,麦麦,2012-05-07,这中文片名给译的。。。,上海,0
最强囍事 短评,飛┈魚,2010-12-09,为了看柏芝。。。,,0
速度与激情5 短评,没毛病,2012-05-07,豆瓣250,湖南长沙,0
速度与激情5 短评,ywen8698,2012-05-07,优酷vip，国内,广东广州,0
速度与激情5 短评,JUSE,2012-05-07,求种,天津,0
速度与激情5 短评,一身皂,2012-05-07,看这次又拍个什么花样出来。,四川成都,0
速度与激情5 短评,陈小点,2012-05-07,好看好看~~~~~~~~~~~~,,0
最强囍事 短评,哼哼,2010-12-09,怎么着今年还是得和GMJ一起看啊！你说是不！,广东广州,0
最强囍事 短评,Aladdin,2010-12-09,很烂？想看烂到什么程度,,0
最强囍事 短评,看好我们的秘密,2010-12-09,明星多,,0
最强囍事 短评,海德基摩尔,2010-12-09,要看的,北京,0
最强囍事 短评,cheng,2010-12-09,我想看女神啊啊啊啊····,,0
最强囍事 短评,zoe,2010-12-09,还没看内..怎么样啊?,,0
澳门风云 短评,潇湘杰,2014-02-23,好,,0
澳门风云 短评,ゅ　　　心与口,2014-02-23,甜姐加油永远支持你,,0
澳门风云 短评,吷萣↙嬡沵,2014-02-23,一二三,,0
最强囍事 短评,dream,2010-12-09,杜先森张小姐,浙江杭州,0
澳门风云 短评,失落心情1,2014-02-23,我期待看发哥,,0
最强囍事 短评,Jing,2010-12-09,柏之柏之！！！,,0
澳门风云 短评,涩,2014-02-23,经典,,0
最强囍事 短评,.Azure,2010-12-09,因为杜汶泽的忐忑，,,0
澳门风云 短评,゛οО爹、Di゛ο,2014-02-23,00000000000000000,,0
澳门风云 短评,150****4397,2014-02-23,...,,0
最强囍事 短评,三农直通车,2010-12-09,想看，因为有古天乐。,,0
澳门风云 短评,深夜的记忆,2014-02-23,好,,0
澳门风云 短评,用户7vw45ewzby,2014-02-23,我要看,,0
澳门风云 短评,陈志文,2014-02-23,出发点,,0
澳门风云 短评,xx.man,2014-02-23,太搞野了！,,0
澳门风云 短评,老爵爷,2014-02-23,阿萨德,,0
澳门风云 短评,a3729576,2014-02-23,恩~,,0
澳门风云 短评,小田田,2014-02-23,影迷！钱影迷！无钱影迷！,,0
澳门风云 短评,mat,2014-02-23,我喜欢,,0
澳门风云 短评,败家宝,2014-02-23,想看,,0
澳门风云 短评,夜、冭黒,2014-02-23,能看吗,,0
澳门风云 短评,晨雨我爱你,2014-02-23,好看，发哥真帅,,0
澳门风云 短评,A2191C153926B9B,2014-02-23,好看 !,,0
澳门风云 短评,把油门当刹车,2014-02-23,123,,0
星际穿越 短评,TL,2014-11-11,诺兰加修修！！必须！！,,0
星际穿越 短评,MyDeer,2014-11-11,难得好片，竟然在电影院睡着了，还是第一次double date!我错过太多了！一定要重看！,"Greenville, United States",0
星际穿越 短评,月光下的魔术师,2014-11-11,诺兰！！！,,0
星际穿越 短评,陈有用Olive,2014-11-11,好想看！这种跟太空相关的是我的挚爱呀~,福建厦门,0
星际穿越 短评,小夫順治,2014-11-11,科幻必看,上海,0
星际穿越 短评,Pumpkinmom ,2014-11-11,听预告片音乐就哭了,北京,0
速度与激情5 短评,Kalvin景太蓝,2011-05-13,wokao！不用这么高分吧!!!最近没攒影票啊!!!!,,0
速度与激情5 短评,小明,2011-05-13,= = 我朋友说看到睡着,,0
速度与激情5 短评,天天天行者,2011-05-13,好吧，偶尔尝试一下爆米花电影也是可以的，等有空吧,上海,0
速度与激情5 短评,看电影的北半球,2011-05-13,一直在回顾1到4，还是喜欢跑车的发动机声，还有那么多翘臀细腰的妹妹！哎！,,0
速度与激情5 短评,小茉莉,2011-05-13,真的那么好看吗,,0
星际穿越 短评,过期少女,2014-11-11,据说需要智商才能看懂！那必须去看啊,广东深圳,0
星际穿越 短评,西红柿炒鸡蛋,2014-11-11,还挺长啊,,0
星际穿越 短评,放逐春天,2014-11-11,宇宙的远方是什么？我们都曾问过。,,0
速度与激情5 短评,我的狼少女,2011-05-13,男神喜欢看的剧，因这剧名出过糗、追到男神、和男神一起看、、、,,0
速度与激情5 短评,s,2011-05-13,我只是好奇为嘛我昨天看到才2今天就5了？！,四川成都,0
速度与激情5 短评,W.,2011-05-13,http://video.sina.com.cn/v/b/52939524-1719279922.html,北京,0
速度与激情5 短评,。E,2011-05-13,呃，速度与激情有1234么？,,0
星际穿越 短评,曾经的冬青,2014-11-11,高晓松,北京,0
速度与激情5 短评,选择恐惧症,2011-05-13,这种感觉很舒服(^.^),上海,0
速度与激情5 短评,蘑菇芮,2011-05-13,一群大老爷们打的血肉横飞！写完论文就是要看这种片子啊,湖北武汉,0
星际穿越 短评,与安,2014-11-11,被豆瓣的高分吓到 下班去看看,,0
星际穿越 短评,Hernando_,2014-11-11,狠高冷的样子 总听谢耳朵说虫洞虫洞的,内蒙古呼和浩特,0
速度与激情5 短评,韩小猪,2011-05-13,其实还是不爱看这类,宁夏银川,0
最强囍事 短评,M o n i,2011-01-31,为了柏芝兄弟还是很想看···,上海,0
星际穿越 短评,依依米粒,2014-11-11,蛮多人说好看貌似,广东广州,0
速度与激情5 短评,sun。,2011-05-13,我最近到时挺需要这部电影的名字的。。。,湖南长沙,0
速度与激情5 短评,路路情何以堪,2011-05-13,看过前四部，觉得还不错，等有空看看这一部。感觉应该也不错吧~~,北京,0
最强囍事 短评,星星老板娘,2011-01-31,甄子丹不知道演喜剧是啥样,上海,0
速度与激情5 短评,木消灭,2011-05-13,日本10月上映预定,,0
速度与激情5 短评,全景舍,2011-05-13,就像爆米花，只是偶尔吃吃还可以，也属于垃圾，没营养，但是就是觉得吃吃垃圾食品也是一种人生,,0
最强囍事 短评,君儿,2011-01-31,我倒看看喜不喜。,北京,0
澳门风云 短评,，，烦殺我连,2014-06-10,可以,,0
星际穿越 短评,南帝,2014-11-11,大爱诺兰！！,新疆和田,0
澳门风云 短评,岩罕恩,2014-06-10,那边,,0
澳门风云 短评,f,2014-06-10,好,,0
澳门风云 短评,明天过后……,2014-06-10,可以。,,0
速度与激情5 短评,Random.,2011-05-13,"猛想看,在等源.",浙江杭州,0
速度与激情5 短评,niki,2011-05-13,必须顶,,0
星际穿越 短评,粗面,2014-11-11,目测诺兰大神又要牛逼了,山东济南,0
最强囍事 短评,丸子,2011-01-31,张柏芝~杜汶泽~,山东潍坊,0
澳门风云 短评,"         为了钱",2014-06-10,..,,0
星际穿越 短评,段云山,2014-11-11,哈哈,,0
澳门风云 短评,NIC 男神墨镜控,2014-06-10,为了霆锋 某人我就忍了,,0
最强囍事 短评,Юлія,2011-01-31,只为张柏芝,"Odesa, Ukraine",0
澳门风云 短评,那谁，快到我家,2014-06-10,想看,,0
星际穿越 短评,暄羽,2014-11-11,上映的时候错过了。。。,,0
最强囍事 短评,Raindeer,2011-01-31,估计是部薯片剧了……就冲着张柏芝~,四川成都,0
速度与激情5 短评,Alain♥,2011-05-13,毛爷。。。你是要和我看这个咩？,福建厦门,0
最强囍事 短评,Mrs.LV,2011-01-31,冲着张柏芝这么辣妈得看看..,上海,0
澳门风云 短评,范 志刚,2014-06-10,喜欢发哥,,0
星际穿越 短评,cairstiona.,2014-11-11,单指虫洞就让我兴奋不已拉,江苏南京,0
速度与激情5 短评,逍遥派掌门,2011-05-13,貌似不错的样子,,0
澳门风云 短评,天使的黑吻,2014-06-10,好,,0
澳门风云 短评,没有遇见你多好,2014-06-10,对赌片好有兴趣！,,0
澳门风云 短评,Rango,2014-06-10,期待谢霆锋,,0
最强囍事 短评,CATSHxx,2011-01-31,贺岁档必须得看的！！,,0
澳门风云 短评,追寻逝去的腹肌,2014-06-10,谢霆锋超帅,,0
最强囍事 短评,微风,2011-01-31,全明星整容啊,,0
澳门风云 短评,Man Cheung,2014-06-10,必看的1⃣️部，有1⃣️起的否？,,0
最强囍事 短评,凌乱的兔子,2011-01-31,只是想看柏芝姐~,,0
星际穿越 短评,雷文科,2014-11-11,称得上“伟大”的电影了！！！,湖南长沙,0
最强囍事 短评,迷蒙的花樹,2011-01-31,不覺得會比我們哥哥和星星聯手更強,,0
澳门风云 短评,三少领域,2014-06-10,期待的一部电影,,0
星际穿越 短评,诚实核武器防护,2014-11-11,"这里面的黑洞场景是拿真实的物理model建立起来的。Similuation的结果都发了几篇论文...... - by辰
好流弊的样子啊〜〜〜 暗戳戳希望村影院没人去（就能真正一个人看科幻片了赞(☆_☆)）〜〜〜",上海,0
澳门风云 短评,"　　　　　　　",2014-06-10,好喜欢王晶导演,,0
最强囍事 短评,Fiora,2011-01-31,张柏芝来里面好美~,北京,0
澳门风云 短评,吴呆呆,2014-06-10,想看,广东深圳,0
澳门风云 短评,爱在刻骨铭心时v,2014-06-10,很好啊，有发哥。,,0
澳门风云 短评,神话,2014-06-10,好OK,,0
澳门风云 短评,活着,2014-06-10,准备去看，应该还不错,,0
澳门风云 短评,李博,2014-06-10,想看看,,0
最强囍事 短评,不倒翁小姐。,2011-01-31,Love CC,上海,0
最强囍事 短评,阿pa,2011-01-31,好想看～等待粤语原版～,,0
最强囍事 短评,HERO的妈妈,2011-01-31,我一定要看呀,广东广州,0
最强囍事 短评,街角女乞丐,2011-01-31,好强大的明星阵容。,广西桂林,0
最强囍事 短评,り＂林悠悠 °,2011-01-31,时间关系，再看一场回家就要接近子夜了，我说明天看。X说，明天要出差，就要今天看，很久没看电影了，今天好好补一补。,上海,0
最强囍事 短评,汤丸,2011-01-31,这个非常期待啊！！！！！！杜汶泽！！！！！！！,"Auckland, New Zealand",0
最强囍事 短评,舍得,2011-01-31,我喜爱的甄子丹，还有复出的张柏芝,,0
最强囍事 短评,3.,2011-01-31,听说挺好,,0
星际穿越 短评,不知道起什么名,2014-11-13,什么鸡巴三体太空迷我不管 我相信诺兰创造的是另一个甚至是更杰出的世界,,0
星际穿越 短评,「蘇言」,2014-11-13,科幻 外太空 越来越喜欢 带着记忆,福建厦门,0
速度与激情5 短评,Isabel,2013-10-29,飙车戏 我的爱,浙江杭州,0
速度与激情5 短评,Rain.Mann,2013-10-29,...!!!!!!,广东广州,0
星际穿越 短评,山吹伺风,2014-11-13,这部电影真是屌炸天了，豆瓣评分都到9.4了！！这下不去看真是枉为电影爱好者！,广西柳州,0
星际穿越 短评,发克托德玛,2014-11-13,"天上的梅  2014-04-30
烂片的节奏，故事毫无逻辑，套路生硬，结构很散.------
尼玛,就这么一个预告片你都能看出如此多的缺点来,猴请的逗比!",,0
星际穿越 短评,天地悠悠,2014-11-13,当时不知道上映，错过了，挺想看的，特别是这个觉得在影院看一定有特别好的视觉冲击。回头要找来看看。,,0
速度与激情5 短评,康康Andriy,2013-10-29,似乎是系列最high的一部,"West Lafayette, United States",0
星际穿越 短评,Alice。,2014-11-13,凯泷推荐,广东广州,0
速度与激情5 短评,Cl.,2013-10-29,据同学说电影院看着超有感觉。,重庆,0
速度与激情5 短评,不猫君,2013-10-29,下周考完试抽空去围观下~~~,浙江台州,0
速度与激情5 短评,呆逼神助,2013-10-29,除了老一辈 没有不想看的吧,,0
星际穿越 短评,硬郑,2014-11-13,“三小时长片 一堆女人狂喝水 也没人去厕所， 都从泪腺出来了。”,香港,0
星际穿越 短评,rita_0214,2014-11-13,诺兰,,0
星际穿越 短评,约翰尼德普,2014-11-13,叔,,0
一步之遥 短评,猫语猫寻,2012-12-29,呃，你们都很牛B~ 我刚穿越过去看完回来！我以为就我一个呢！,广东深圳,0
一步之遥 短评,noname,2012-12-29,http://www.bttiantang.com/subject/26402.html,广东广州,0
星际穿越 短评,bonnie米,2014-11-13,科幻？,,0
星际穿越 短评,宁熙,2014-11-13,没什么额外惊喜。。想重看,,0
一步之遥 短评,很好很会吃米,2012-12-29,拜托暑期档！！！,"Vancouver, Canada",0
速度与激情5 短评,降落伞,2013-10-29,我只看口碑,上海,0
一步之遥 短评,弁天こぞう,2012-12-29,=-=,Papua New Guinea,0
一步之遥 短评,esp吃梦香菇,2012-12-29,啧啧。。。,"Tōkyō, Japan",0
速度与激情5 短评,乱世飘零的bird,2013-10-29,居然这么高的评价！,北京,0
速度与激情5 短评,始于结束,2013-10-29,曹童鞋说好看   我就有点期待了,,0
一步之遥 短评,小林鳟,2012-12-29,没上映就打分,天津,0
星际穿越 短评,潹.,2014-11-13,L森赛推荐的电影…,四川自贡,0
一步之遥 短评,葵花卷,2012-12-29,感觉完全没必要弄成3D，加上又有舒淇…不过要是能说服我那个从不看国产片的婊气十足的同学陪我去看的话= =,,0
星际穿越 短评,yyyyingchen,2014-11-13,激动的不能自已，什么时候上映！,北京,0
速度与激情5 短评,咖啡,2013-10-29,上映了？,北京,0
最强囍事 短评,懒的N次方_Y,2011-02-14,明星多。。。忐忑。。。,,0
星际穿越 短评,妖魔鬼怪快离开,2014-11-13,地球压力好大，又要末日了,四川成都,0
速度与激情5 短评,龅牙,2013-10-29,怎么会觉得这是我的菜。。,上海,0
最强囍事 短评,左花花啊,2011-02-14,起码也是喜剧。,,0
一步之遥 短评,结夏 安,2012-12-29,姜文啊,浙江杭州,0
速度与激情5 短评,LauraReeves,2013-10-29,速度与激情5 Fast Five,上海,0
最强囍事 短评,Flora,2011-02-14,会不会像“花田喜事”那么遭呢,,0
一步之遥 短评,自找快乐 自寻烦恼,2012-12-29,光癲肿菊你审个屁啊,,0
星际穿越 短评,Snglrty,2014-11-13,别无他求，只要一个好翻译,,0
速度与激情5 短评,Ms.丁小合,2013-10-29,极度想看啊！！！！,,0
速度与激情5 短评,命运使然,2013-10-29,对不起 再见,,0
最强囍事 短评,夏 瑾。,2011-02-14,想看张柏芝而已,,0
星际穿越 短评,Mecycross,2014-11-13,诺兰氏出品，看起来就很屌w,吉林长春,0
最强囍事 短评,winston,2011-02-14,强烈想看,,0
速度与激情5 短评,博斌,2013-10-29,赛车肯定很给力,浙江杭州,0
最强囍事 短评,卡卡,2011-02-14,主要想看柏芝,,0
速度与激情5 短评,蛋腚,2013-10-29,看了抢版 只能说 这个系列我记住了,,0
一步之遥 短评,怪咖研究院长长,2012-12-29,姜文和昆汀的片子，都比较劲。,北京,0
最强囍事 短评,joe-chan,2011-02-14,我妹看过说好看,广东深圳,0
星际穿越 短评,火山寻人,2014-11-13,犹豫着要不要看,重庆,0
一步之遥 短评,[已注销],2012-12-29,= =,,0
星际穿越 短评,巴扎黑,2014-11-13,可以期待一下。,"Sofija, Bulgaria",0
最强囍事 短评,eve,2011-02-14,就是不知道好不好看,"Tōkyō, Japan",0
最强囍事 短评,若羲小贤,2011-02-14,适合在家里看,,0
一步之遥 短评,Goo7,2012-12-29,\(^o^)/~   姜文   一定要看   \(^o^)/~,,0
速度与激情5 短评,Kevin,2013-10-29,前几部，那是相当的好看，好像东京漂移是单独剧情的哇，这一部有点期待哈,,0
最强囍事 短评,风车电话亭,2011-02-14,黄百鸣的“喜事”系列陪伴着我长大，都很搞笑，而且巨星云集，怎么会错过这一部最强的喜事呢~~~,,0
一步之遥 短评,エクボ,2012-12-29,我是姜叔脑残粉(●′ω`●*),广东广州,0
最强囍事 短评,4名字,2011-02-14,I i HK,,0
星际穿越 短评,regretshh,2014-11-13,到底有多好看的片？我好想去看啊。,广东深圳,0
最强囍事 短评,muse,2011-02-14,听说不怎么给力，但想看张柏芝。,,0
速度与激情5 短评,爱、将将将™,2013-10-29,小何在旁边命令我必须把无懈可击加上 我怀疑他是看美女去了。,湖北武汉,0
最强囍事 短评,小卡,2011-02-14,想笑一笑,,0
速度与激情5 短评,[已注销],2013-10-29,喜欢啊，大爱啊。,,0
最强囍事 短评,千瑟瑟,2011-02-14,什么时候去？,浙江金华,0
星际穿越 短评,淼淼,2014-11-13,就……到底……要去看不……,"New York City, United States",0
速度与激情5 短评,赵赵赵赵赵赵颖,2013-10-29,觉得这种电影只适合去电影院看，才有感觉～,,0
最强囍事 短评,盖世寶,2011-02-14,我未看,,0
一步之遥 短评,彼岸之葵,2012-12-29,师爷被炸成两截了还没死？,湖南长沙,0
一步之遥 短评,破风,2012-12-29,葛优 舒淇,四川成都,0
一步之遥 短评,Dr.Plague,2012-12-29,据说是子弹的续集,广东深圳,0
最强囍事 短评,Fiona⊙~⊙,2011-02-14,我只是想看美女><,,0
最强囍事 短评,皇上的皇后,2011-02-14,姐姐在隔壁笑的嘻嘻哈哈，想必很开心的剧。还想起了神曲忐忑…,,0
一步之遥 短评,Fonic,2012-12-29,难得一部电影短评我翻了好几页都没有看到剧透，而是在从专业、导演个人主义等方面进行阐述……,浙江湖州,0
最强囍事 短评,MC这是啥？,2011-02-14,0,,0
最强囍事 短评,九月苦丁茶,2011-02-14,000,,0
最强囍事 短评,咖啡,2011-02-14,想看……,,0
一步之遥 短评,请叫我Anita,2012-12-29,期待！,上海,0
一步之遥 短评,知心姐姐卢先生,2012-12-29,真的假的？,广东广州,0
一步之遥 短评,简约兽,2012-12-29,姜姥爷的电影，一定要看😊,江西赣州,0
速度与激情5 短评,y,2011-06-03,朋友推荐特别值得看，呵呵,,0
速度与激情5 短评,荷囍,2011-06-03,吼吼！要看了这部片我要把教练开上天！,"San Salvador, El Salvador",0
最强囍事 短评,babecheck,2011-02-18,应该会好看,,0
最强囍事 短评,a3211044,2011-02-18,我们家的想看,,0
速度与激情5 短评,LJ 爱疯,2011-06-03,XX说要带我去看~~结果我准备离开学校了，下次请我看好看的吧！,浙江金华,0
速度与激情5 短评,叉叉,2011-06-03,真那么好看吗？现在速度快的，我都怕,上海,0
速度与激情5 短评,蒙奇Dou,2011-06-03,听说5.6还可以,,0
速度与激情5 短评,熊猫潘潘,2011-06-03,听说有人看的时候眼睛都没眨一下，听说有人看了以后在路上学漂移出事了，听说。。。。大肚婆不能吵着孩纸，只在这里听说了,广东深圳,0
速度与激情5 短评,蚊子啦啦啦,2011-06-03,我要去找片源,,0
星际穿越 短评,GlowProphecy,2014-11-18,没办法去电影院看了TAT等我考完了把你的电影补全好么~,,0
星际穿越 短评,高师傅,2014-11-18,诺兰的科幻，等,,0
速度与激情5 短评,潜龍,2011-06-03,激情,北京,0
速度与激情5 短评,Obsessiveの猫,2011-06-03,真人版里约大冒险！？想看唉,,0
星际穿越 短评,孙二娘,2014-11-18,想看没地儿下。。。,,0
最强囍事 短评,赤脚大仙,2011-02-18,快乐是最容易感染的事情...,,0
星际穿越 短评,wood_008,2014-11-18,安妮的，一直想看谁料过了上映期了。,江西景德镇,0
星际穿越 短评,刘文刀翠翠,2014-11-18,高分,,0
速度与激情5 短评,家长亭,2011-06-03,妈蛋 只看过7,,0
一步之遥 短评,不眠飞行,2015-02-02,看下试试,"New York City, United States",0
最强囍事 短评,种树的猫猫,2011-02-18,张柏芝复出后的第一部，想看~,,0
星际穿越 短评,tobyli2012,2014-11-18,141112朱胜国推荐,"Yangon, Myanmar",0
一步之遥 短评,了了,2015-02-02,看了一遍预告片，我操，于是又看了一遍预告片。这在中国电影里对我是首次。看起来又是一商业片，不过姜文的商业比国内其他导演的文艺还文艺。,"Atlanta, United States",0
最强囍事 短评,小颜,2011-02-18,想看···,,0
最强囍事 短评,bukebujie,2011-02-18,估计应该不错,,0
最强囍事 短评,尼玛的伤不起,2011-02-18,还没有看，不知道怎么写。哈哈,,0
星际穿越 短评,Samadhi,2014-11-18,信诺兰，没烂片,浙江杭州,0
最强囍事 短评,godbabysisi,2011-02-18,不知道张柏之近况怎样,,0
最强囍事 短评,梦之瑶,2011-02-18,想看,,0
一步之遥 短评,巴布 雲呢拿,2015-02-02,個個都穿越去看了。唉,"København, Denmark",0
最强囍事 短评,左右不分,2011-02-18,其实那天应该不那么固执己见，应该看喜剧而不是爱情剧。,,0
速度与激情5 短评,Osd',2011-06-03,有没有人想看电影?,广东佛山,0
星际穿越 短评,酒酿圆子陈吞儿,2014-11-18,大牌主角都是天蝎座啊~ 叽咕叽咕 已经订好4D的票子了,上海,0
一步之遥 短评,已注销,2015-02-02,什么情况?_?,"San Salvador, El Salvador",0
星际穿越 短评,一页页,2014-11-18,重看,,0
最强囍事 短评,泪之魂,2011-02-18,GAOXAIO,,0
最强囍事 短评,L_coco,2011-02-18,最强喜事,,0
最强囍事 短评,Soncenven,2011-02-18,搞笑,,0
星际穿越 短评," 圆寸少女",2014-11-18,祺格,,0
最强囍事 短评,自由自在的人,2011-02-18,阵容很强大,,0
星际穿越 短评,白也,2014-11-18,没去电影院看 特别特别后悔,,0
一步之遥 短评,tedy,2015-02-02,这个也可以期待一下。自编自导自演什么的最欢乐啦啦啦啦~,辽宁丹东,0
最强囍事 短评,Strawberry,2011-02-18,开心的片子会让人也开心吧~~ 武林外传太失望了。,,0
最强囍事 短评,hujing,2011-02-18,haokan,,0
最强囍事 短评,蔷嶶,2011-02-18,不得不说温情为主题的片子的确很适合在这个时候看，希望剧里的爱情能在身边上演，喜欢,,0
速度与激情5 短评,一堆栗子,2011-06-03,去看啊,"Washington, D.C, United States",0
星际穿越 短评,烟寸寸,2014-11-18,姐好久没进电影院了，姐自己去看!!!,山东济南,0
最强囍事 短评,小白,2011-02-18,国语粤语,,0
速度与激情5 短评,.阿寶。,2011-06-03,快点出来吧，不知道五咋么样,,0
一步之遥 短评,天客,2015-02-02,姜文“北洋三部曲”之二,江苏苏州,0
一步之遥 短评,djFFFFF,2015-02-02,还会有川话版嘛? 川话版会上映吗?,,0
星际穿越 短评,Shadow,2014-11-18,爱是一种力量，能让我们超越时空的维度来感知它的存在。,,0
速度与激情5 短评,爺要好好潛豆瓣,2011-06-03,我要看！好看的！Vin Diesel太他喵的帅了！,,0
星际穿越 短评,猫小样儿,2014-11-18,想看,广东深圳,0
最强囍事 短评,小竖子,2011-02-18,玲丹妙药，天作芝合。春节这电影很有彩头。,,0
速度与激情5 短评,巯宸,2011-06-03,一搞成中文的，兴趣大减。。,北京,0
一步之遥 短评,隔隔blue,2015-02-02,咦,上海,0
速度与激情5 短评,拨浪锤,2011-06-03,有时间看看,,0
最强囍事 短评,rock,2011-02-18,最近有些迷恋杜汶泽，那些不经意的小角色，值得回味。,,0
一步之遥 短评,天地孤影,2015-02-02,此电影高调得有点非主流,,0
星际穿越 短评,蟲師,2014-11-18,虫洞～～啧啧,江苏泰州,0
星际穿越 短评,黄海,2014-11-18,万众期待诺兰,,0
一步之遥 短评,蓝文青,2015-02-02,自从看了《让子弹飞》姜文的片子就一直想看，这不，来了。。。。话说马走日，项飞田这种名字，这次姜文不玩莫扎特要玩象棋了？O(∩_∩)O哈哈~,上海,0
速度与激情5 短评,Hysteria.,2011-06-03,作为一个男生，却对车没有一丝一毫的兴趣...,香港,0
星际穿越 短评,gigibang,2014-11-18,不知道能不能看到……,广东韶关,0
速度与激情5 短评,Dear sher,2011-06-03,男主不幸出了车祸。,,0
速度与激情5 短评,炯炯有神,2011-06-03,只能说这部素颜是这个系列里不难看的了，但捧得这么高真的是不知道该说啥,,0
一步之遥 短评,彧去遠方,2015-02-02,考虑一下要怎么看。,"Albany, United States",0
速度与激情5 短评,wql,2011-06-03,( ⊙ o ⊙ )！看看看,海南海口,0
一步之遥 短评,?,2015-02-02,其實我覺得沒有續集也蠻好的,Liechtenstein,0
星际穿越 短评,clever-s,2014-11-18,不知还有没有机会在英国电影院看它了……,浙江杭州,0
星际穿越 短评,💩,2014-11-18,第一弹,,0
星际穿越 短评,路过蜻蜓,2014-11-18,期待！,,0
一步之遥 短评,Sweet Doubter,2015-02-02,要看。,江苏苏州,0
一步之遥 短评,Eileke,2015-02-02,姜文14年年底自导自编自演贺岁大作，目测最少10亿+没有问题，阵容还有葛优、舒淇、文章、那英,北京,0
一步之遥 短评,大哥，黑吃黑是不会找条子来的,2015-02-02,想看,陕西西安,0
一步之遥 短评,时间的玫瑰,2015-02-02,这个一步之遥，有一半是廖一梅的。另外，波德莱尔的《人造天堂》可以作为解释参考。喜欢恋爱的犀牛的人，肯定熟悉这个劲儿。没抽过大麻，要理解那种幻觉只能依靠对廖一梅的爱，以及波德莱尔的描述。一切都合理了。我挺喜欢的，但不敢拿着大喇叭喊大家去看吧。尹珊珊,上海,0
一步之遥 短评,catheringli,2015-02-02,<随子弹去>？这也太《让子弹飞2》的痕迹了吧！,湖北武汉,0
一步之遥 短评,吴村,2015-02-02,想看：老上海一堆土豪玩够了坊间流莺，想弄点儿花的。弄了个花国选葵，捧一红人儿出来，土豪们轮着玩儿。一屌丝装土豪被红人识破，屌丝误杀红人儿后被判死刑，执行之前有人觉得这案子有戏，打算拍出来，演员直接真人秀屌丝上阵，结果屌丝越演越上瘾，完全忘记了自己是戴罪之身，具体还看真片儿。。。。,北京,0
一步之遥 短评,胖哥哥,2015-02-02,一定会有粉黑撕逼战的。,江苏无锡,0
一步之遥 短评,吴十七,2015-02-02,这什么情况,浙江杭州,0
最强囍事 短评,韩小饼饼,2011-01-31,想看。,,0
最强囍事 短评,流星火焰,2011-01-31,不知道好看不,广东深圳,0
最强囍事 短评,Passer,2011-01-31,实在想不到豆瓣里的瓣油们是这样的懂电影，好片差片的评价标准已经达到国家审片人的水平。很恶心有些人对一些电影的妄加评论，看完了还要装下婊子，你觉得不好就别说出来丢人了，你骂出来是体现你会拍电影还是咋滴。你就光看看评评奥斯卡十佳电影得了，一点都学不到好电影里面的内涵！,,0
最强囍事 短评,elsav,2011-01-31,支持闫妮～期待闫妮！期待最强喜事！,,0
速度与激情5 短评,颤姐,2011-05-25,探员和老大最后居然没有在一起，扣一星,浙江杭州,0
最强囍事 短评,Paultsu,2011-01-31,听别人说搞笑程度很高啊...期待,上海,0
最强囍事 短评,snail,2011-01-31,还行,,0
速度与激情5 短评,白日飞生,2011-05-25,Vin Diesel。不需要解释。,浙江杭州,0
最强囍事 短评,kaiser,2011-01-31,很好看？,,0
最强囍事 短评,墨谧,2011-01-31,很好,,0
速度与激情5 短评,好打发星人,2011-05-25,之前的没看过 听到很多次了。,上海,0
最强囍事 短评,东东,2011-01-31,想看看,,0
最强囍事 短评,牵手谈幸福,2011-01-31,听说很好看。期待,,0
最强囍事 短评,林中鸟,2011-01-31,忐忑 哈哈 杜汶泽,,0
最强囍事 短评,”豆泥丸,2011-01-31,港产 古天乐 喜剧 很不错滴,,0
速度与激情5 短评,低能钥匙已注销,2011-05-25,fast 5=基情四射,江西南昌,0
最强囍事 短评,春雨里的Sun,2011-01-31,抽时间去乐一下~,,0
速度与激情5 短评,天泽圣司,2011-05-25,期待高清,,0
最强囍事 短评,保镖,2011-01-31,HAOHAOHAO,,0
速度与激情5 短评,小白白白白白白,2011-05-25,为了它我一天内看了1234.。,,0
最强囍事 短评,Yeunmin,2011-01-31,支持，！,,0
速度与激情5 短评,有猫病Tim,2011-05-25,速度 狂飙，肾上腺迸发！！,,0
星际穿越 短评,不亲切的少年程,2014-10-28,哦耶！！拉拉啦！！！！一定去影院看～=w=,"Boston, United States",0
速度与激情5 短评,Ariel_冇,2011-05-25,某人说回国要带个各种耍！这个就当开胃菜吧！,北京,0
星际穿越 短评,香烟与火柴,2014-10-28,期待,,0
